ID,Gender,InterpYears,Promoted,TimeSpentAtRank,Left,STEM,CurrRank,Age,RetirementAge
103,Female,2001,0,2,0,STEM,2,43,0
103,Female,2002,0,3,0,STEM,2,44,0
103,Female,2003,0,4,0,STEM,2,45,0
103,Female,2004,0,5,0,STEM,2,46,0
103,Female,2005,0,6,0,STEM,2,47,0
103,Female,2006,0,7,0,STEM,2,48,0
103,Female,2007,0,8,0,STEM,2,49,0
103,Female,2008,1,9,0,STEM,2,50,0
103,Female,2009,0,1,0,STEM,3,51,0
103,Female,2010,0,2,0,STEM,3,52,0
103,Female,2011,0,3,0,STEM,3,53,0
103,Female,2012,0,4,0,STEM,3,54,0
103,Female,2013,0,5,0,STEM,3,55,0
103,Female,2014,0,6,0,STEM,3,56,0
103,Female,2015,0,7,0,STEM,3,57,0
103,Female,2016,0,8,0,STEM,3,58,0
103,Female,2017,0,9,0,STEM,3,59,0
103,Female,2018,1,10,1,STEM,3,60,0
104,Male,2012,0,1,0,nonSTEM,1,31,0
104,Male,2013,0,2,0,nonSTEM,1,32,0
104,Male,2014,0,3,0,nonSTEM,1,33,0
104,Male,2015,0,4,0,nonSTEM,1,34,0
104,Male,2016,0,5,1,nonSTEM,1,35,0
105,Female,2008,0,1,0,STEM,1,33,0
105,Female,2009,0,2,0,STEM,1,34,0
105,Female,2010,0,3,0,STEM,1,35,0
105,Female,2011,0,4,0,STEM,1,36,0
105,Female,2012,1,5,0,STEM,1,37,0
105,Female,2013,0,1,0,STEM,2,38,0
105,Female,2014,0,2,0,STEM,2,39,0
105,Female,2015,0,3,0,STEM,2,40,0
105,Female,2016,0,4,0,STEM,2,41,0
105,Female,2017,0,5,0,STEM,2,42,0
105,Female,2018,0,6,0,STEM,2,43,0
105,Female,2019,0,7,0,STEM,2,44,0
105,Female,2020,0,8,0,STEM,2,45,0
105,Female,2021,1,9,0,STEM,2,46,0
105,Female,2022,1,1,0,STEM,3,47,0
105,Female,2023,0,1,1,STEM,4,48,0
106,Male,2003,0,1,0,STEM,1,31,0
106,Male,2004,0,2,0,STEM,1,32,0
106,Male,2005,0,3,0,STEM,1,33,0
106,Male,2006,1,4,0,STEM,1,34,0
106,Male,2007,0,1,0,STEM,2,35,0
106,Male,2008,0,2,0,STEM,2,36,0
106,Male,2009,0,3,0,STEM,2,37,0
106,Male,2010,0,4,0,STEM,2,38,0
106,Male,2011,0,5,0,STEM,2,39,0
106,Male,2012,0,6,0,STEM,2,40,0
106,Male,2013,1,7,0,STEM,2,41,0
106,Male,2014,0,1,0,STEM,3,42,0
106,Male,2015,0,2,0,STEM,3,43,0
106,Male,2016,0,3,1,STEM,3,44,0
107,Female,2016,0,1,0,nonSTEM,1,31,0
107,Female,2017,0,2,0,nonSTEM,1,32,0
107,Female,2018,0,3,0,nonSTEM,1,33,0
107,Female,2019,0,4,0,nonSTEM,1,34,0
107,Female,2020,0,5,0,nonSTEM,1,35,0
107,Female,2021,1,6,0,nonSTEM,1,36,0
107,Female,2022,0,1,0,nonSTEM,2,37,0
107,Female,2023,0,2,0,nonSTEM,2,38,0
107,Female,2024,0,3,0,nonSTEM,2,39,0
107,Female,2025,0,4,1,nonSTEM,2,40,0
108,Female,2016,0,1,0,nonSTEM,1,32,0
108,Female,2017,0,2,0,nonSTEM,1,33,0
108,Female,2018,0,3,0,nonSTEM,1,34,0
108,Female,2019,0,4,0,nonSTEM,1,35,0
108,Female,2020,0,5,0,nonSTEM,1,36,0
108,Female,2021,0,6,0,nonSTEM,1,37,0
108,Female,2022,0,7,0,nonSTEM,1,38,0
108,Female,2023,1,8,0,nonSTEM,1,39,0
108,Female,2024,0,1,0,nonSTEM,2,40,0
108,Female,2025,0,2,1,nonSTEM,2,41,0
109,Male,2013,0,1,0,STEM,1,25,0
109,Male,2014,0,2,0,STEM,1,26,0
109,Male,2015,0,3,0,STEM,1,27,0
109,Male,2016,1,4,0,STEM,1,28,0
109,Male,2017,0,1,0,STEM,2,29,0
109,Male,2018,0,2,0,STEM,2,30,0
109,Male,2019,0,3,0,STEM,2,31,0
109,Male,2020,0,4,0,STEM,2,32,0
109,Male,2021,0,5,0,STEM,2,33,0
109,Male,2022,0,6,0,STEM,2,34,0
109,Male,2023,0,7,0,STEM,2,35,0
109,Male,2024,1,8,0,STEM,2,36,0
109,Male,2025,0,1,1,STEM,3,37,0
110,Male,2000,0,1,0,STEM,1,28,0
110,Male,2001,0,2,0,STEM,1,29,0
110,Male,2002,0,3,0,STEM,1,30,0
110,Male,2003,1,4,0,STEM,1,31,0
110,Male,2004,0,1,0,STEM,2,32,0
110,Male,2005,0,2,0,STEM,2,33,0
110,Male,2006,0,3,0,STEM,2,34,0
110,Male,2007,0,4,0,STEM,2,35,0
110,Male,2008,0,5,0,STEM,2,36,0
110,Male,2009,0,6,0,STEM,2,37,0
110,Male,2010,0,7,0,STEM,2,38,0
110,Male,2011,0,8,0,STEM,2,39,0
110,Male,2012,0,9,0,STEM,2,40,0
110,Male,2013,0,10,0,STEM,2,41,0
110,Male,2014,0,11,0,STEM,2,42,0
110,Male,2015,1,12,0,STEM,2,43,0
110,Male,2016,0,1,0,STEM,3,44,0
110,Male,2017,0,2,0,STEM,3,45,0
110,Male,2018,0,3,0,STEM,3,46,0
110,Male,2019,0,4,0,STEM,3,47,0
110,Male,2020,0,5,0,STEM,3,48,0
110,Male,2021,1,6,1,STEM,3,49,0
111,Female,2015,0,1,0,STEM,1,31,0
111,Female,2016,0,2,0,STEM,1,32,0
111,Female,2017,0,3,0,STEM,1,33,0
111,Female,2018,0,4,0,STEM,1,34,0
111,Female,2019,0,5,1,STEM,1,35,0
112,Male,1992,1,1,0,STEM,1,28,0
112,Male,1993,0,1,0,STEM,2,29,0
112,Male,1994,0,2,0,STEM,2,30,0
112,Male,1995,0,3,0,STEM,2,31,0
112,Male,1996,0,4,0,STEM,2,32,0
112,Male,1997,0,5,0,STEM,2,33,0
112,Male,1998,0,6,0,STEM,2,34,0
112,Male,1999,1,7,0,STEM,2,35,0
112,Male,2000,0,1,0,STEM,3,36,0
112,Male,2001,0,2,0,STEM,3,37,0
112,Male,2002,0,3,0,STEM,3,38,0
112,Male,2003,0,4,0,STEM,3,39,0
112,Male,2004,0,5,0,STEM,3,40,0
112,Male,2005,0,6,0,STEM,3,41,0
112,Male,2006,0,7,0,STEM,3,42,0
112,Male,2007,0,8,0,STEM,3,43,0
112,Male,2008,0,9,0,STEM,3,44,0
112,Male,2009,1,10,0,STEM,3,45,0
112,Male,2010,0,1,0,STEM,4,46,0
112,Male,2011,0,2,1,STEM,4,47,0
113,Female,1997,0,1,0,nonSTEM,1,27,0
113,Female,1998,0,2,0,nonSTEM,1,28,0
113,Female,1999,0,3,0,nonSTEM,1,29,0
113,Female,2000,0,4,0,nonSTEM,1,30,0
113,Female,2001,1,5,0,nonSTEM,1,31,0
113,Female,2002,0,1,0,nonSTEM,2,32,0
113,Female,2003,0,2,0,nonSTEM,2,33,0
113,Female,2004,0,3,0,nonSTEM,2,34,0
113,Female,2005,0,4,0,nonSTEM,2,35,0
113,Female,2006,0,5,0,nonSTEM,2,36,0
113,Female,2007,0,6,0,nonSTEM,2,37,0
113,Female,2008,0,7,0,nonSTEM,2,38,0
113,Female,2009,0,8,0,nonSTEM,2,39,0
113,Female,2010,1,9,0,nonSTEM,2,40,0
113,Female,2011,0,1,0,nonSTEM,3,41,0
113,Female,2012,0,2,0,nonSTEM,3,42,0
113,Female,2013,0,3,0,nonSTEM,3,43,0
113,Female,2014,0,4,0,nonSTEM,3,44,0
113,Female,2015,0,5,0,nonSTEM,3,45,0
113,Female,2016,0,6,0,nonSTEM,3,46,0
113,Female,2017,0,7,0,nonSTEM,3,47,0
113,Female,2018,0,8,0,nonSTEM,3,48,0
113,Female,2019,0,9,1,nonSTEM,3,49,0
114,Male,2007,0,1,0,STEM,1,34,0
114,Male,2008,0,2,0,STEM,1,35,0
114,Male,2009,0,3,0,STEM,1,36,0
114,Male,2010,0,4,0,STEM,1,37,0
114,Male,2011,1,5,0,STEM,1,38,0
114,Male,2012,0,1,0,STEM,2,39,0
114,Male,2013,0,2,0,STEM,2,40,0
114,Male,2014,0,3,0,STEM,2,41,0
114,Male,2015,0,4,0,STEM,2,42,0
114,Male,2016,0,5,0,STEM,2,43,0
114,Male,2017,0,6,0,STEM,2,44,0
114,Male,2018,1,7,0,STEM,2,45,0
114,Male,2019,0,1,0,STEM,3,46,0
114,Male,2020,0,2,0,STEM,3,47,0
114,Male,2021,0,3,0,STEM,3,48,0
114,Male,2022,0,4,0,STEM,3,49,0
114,Male,2023,0,5,0,STEM,3,50,0
114,Male,2024,0,6,1,STEM,3,51,0
115,Male,2000,0,1,0,STEM,1,33,0
115,Male,2001,0,2,0,STEM,1,34,0
115,Male,2002,0,3,0,STEM,1,35,0
115,Male,2003,0,4,0,STEM,1,36,0
115,Male,2004,0,5,0,STEM,1,37,0
115,Male,2005,0,6,0,STEM,1,38,0
115,Male,2006,1,7,0,STEM,1,39,0
115,Male,2007,0,1,0,STEM,2,40,0
115,Male,2008,0,2,0,STEM,2,41,0
115,Male,2009,0,3,1,STEM,2,42,0
116,Female,1993,0,1,0,nonSTEM,1,34,0
116,Female,1994,0,2,0,nonSTEM,1,35,0
116,Female,1995,0,3,0,nonSTEM,1,36,0
116,Female,1996,0,4,0,nonSTEM,1,37,0
116,Female,1997,0,5,0,nonSTEM,1,38,0
116,Female,1998,0,6,0,nonSTEM,1,39,0
116,Female,1999,0,7,0,nonSTEM,1,40,0
116,Female,2000,1,8,0,nonSTEM,1,41,0
116,Female,2001,0,1,0,nonSTEM,2,42,0
116,Female,2002,0,2,0,nonSTEM,2,43,0
116,Female,2003,0,3,0,nonSTEM,2,44,0
116,Female,2004,0,4,0,nonSTEM,2,45,0
116,Female,2005,0,5,0,nonSTEM,2,46,0
116,Female,2006,0,6,0,nonSTEM,2,47,0
116,Female,2007,0,7,0,nonSTEM,2,48,0
116,Female,2008,0,8,0,nonSTEM,2,49,0
116,Female,2009,1,9,0,nonSTEM,2,50,0
116,Female,2010,0,1,0,nonSTEM,3,51,0
116,Female,2011,0,2,0,nonSTEM,3,52,0
116,Female,2012,0,3,0,nonSTEM,3,53,0
116,Female,2013,0,4,0,nonSTEM,3,54,0
116,Female,2014,0,5,0,nonSTEM,3,55,0
116,Female,2015,0,6,0,nonSTEM,3,56,0
116,Female,2016,0,7,0,nonSTEM,3,57,0
116,Female,2017,0,8,0,nonSTEM,3,58,0
116,Female,2018,0,9,1,nonSTEM,3,59,0
117,Male,1995,0,1,0,STEM,1,31,0
117,Male,1996,0,2,0,STEM,1,32,0
117,Male,1997,0,3,0,STEM,1,33,0
117,Male,1998,0,4,0,STEM,1,34,0
117,Male,1999,0,5,0,STEM,1,35,0
117,Male,2000,1,6,0,STEM,1,36,0
117,Male,2001,0,1,0,STEM,2,37,0
117,Male,2002,0,2,0,STEM,2,38,0
117,Male,2003,0,3,0,STEM,2,39,0
117,Male,2004,0,4,0,STEM,2,40,0
117,Male,2005,0,5,0,STEM,2,41,0
117,Male,2006,1,6,0,STEM,2,42,0
117,Male,2007,0,1,0,STEM,3,43,0
117,Male,2008,0,2,0,STEM,3,44,0
117,Male,2009,0,3,0,STEM,3,45,0
117,Male,2010,0,4,1,STEM,3,46,0
118,Male,1995,0,1,0,STEM,1,31,0
118,Male,1996,0,2,0,STEM,1,32,0
118,Male,1997,0,3,0,STEM,1,33,0
118,Male,1998,0,4,0,STEM,1,34,0
118,Male,1999,0,5,0,STEM,1,35,0
118,Male,2000,0,6,0,STEM,1,36,0
118,Male,2001,0,7,0,STEM,1,37,0
118,Male,2002,0,8,0,STEM,1,38,0
118,Male,2003,1,9,0,STEM,1,39,0
118,Male,2004,0,1,0,STEM,2,40,0
118,Male,2005,0,2,0,STEM,2,41,0
118,Male,2006,0,3,0,STEM,2,42,0
118,Male,2007,0,4,0,STEM,2,43,0
118,Male,2008,0,5,0,STEM,2,44,0
118,Male,2009,1,6,0,STEM,2,45,0
118,Male,2010,0,1,0,STEM,3,46,0
118,Male,2011,0,2,0,STEM,3,47,0
118,Male,2012,0,3,1,STEM,3,48,0
119,Male,1992,0,1,0,nonSTEM,1,30,0
119,Male,1993,0,2,0,nonSTEM,1,31,0
119,Male,1994,0,3,0,nonSTEM,1,32,0
119,Male,1995,0,4,0,nonSTEM,1,33,0
119,Male,1996,0,5,0,nonSTEM,1,34,0
119,Male,1997,1,6,0,nonSTEM,1,35,0
119,Male,1998,0,1,0,nonSTEM,2,36,0
119,Male,1999,0,2,0,nonSTEM,2,37,0
119,Male,2000,1,3,0,nonSTEM,2,38,0
119,Male,2001,0,1,0,nonSTEM,3,39,0
119,Male,2002,0,2,0,nonSTEM,3,40,0
119,Male,2003,0,3,0,nonSTEM,3,41,0
119,Male,2004,0,4,0,nonSTEM,3,42,0
119,Male,2005,0,5,0,nonSTEM,3,43,0
119,Male,2006,0,6,1,nonSTEM,3,44,0
120,Male,1995,0,1,0,STEM,1,31,0
120,Male,1996,0,2,0,STEM,1,32,0
120,Male,1997,1,3,0,STEM,1,33,0
120,Male,1998,0,1,0,STEM,2,34,0
120,Male,1999,0,2,0,STEM,2,35,0
120,Male,2000,0,3,0,STEM,2,36,0
120,Male,2001,0,4,0,STEM,2,37,0
120,Male,2002,0,5,0,STEM,2,38,0
120,Male,2003,0,6,0,STEM,2,39,0
120,Male,2004,0,7,0,STEM,2,40,0
120,Male,2005,0,8,0,STEM,2,41,0
120,Male,2006,1,9,0,STEM,2,42,0
120,Male,2007,0,1,0,STEM,3,43,0
120,Male,2008,0,2,0,STEM,3,44,0
120,Male,2009,0,3,0,STEM,3,45,0
120,Male,2010,0,4,0,STEM,3,46,0
120,Male,2011,0,5,0,STEM,3,47,0
120,Male,2012,0,6,0,STEM,3,48,0
120,Male,2013,0,7,0,STEM,3,49,0
120,Male,2014,0,8,0,STEM,3,50,0
120,Male,2015,0,9,0,STEM,3,51,0
120,Male,2016,0,10,0,STEM,3,52,0
120,Male,2017,1,11,0,STEM,3,53,0
120,Male,2018,0,1,0,STEM,4,54,0
120,Male,2019,0,2,1,STEM,4,55,0
121,Female,1992,0,1,0,STEM,1,34,0
121,Female,1993,0,2,0,STEM,1,35,0
121,Female,1994,0,3,0,STEM,1,36,0
121,Female,1995,0,4,0,STEM,1,37,0
121,Female,1996,1,5,0,STEM,1,38,0
121,Female,1997,0,1,0,STEM,2,39,0
121,Female,1998,0,2,0,STEM,2,40,0
121,Female,1999,0,3,0,STEM,2,41,0
121,Female,2000,0,4,0,STEM,2,42,0
121,Female,2001,0,5,0,STEM,2,43,0
121,Female,2002,0,6,0,STEM,2,44,0
121,Female,2003,1,7,0,STEM,2,45,0
121,Female,2004,1,1,0,STEM,3,46,0
121,Female,2005,0,1,0,STEM,4,47,0
121,Female,2006,0,2,0,STEM,4,48,0
121,Female,2007,0,3,0,STEM,4,49,0
121,Female,2008,0,4,0,STEM,4,50,0
121,Female,2009,0,5,0,STEM,4,51,0
121,Female,2010,0,6,0,STEM,4,52,0
121,Female,2011,0,7,0,STEM,4,53,0
121,Female,2012,0,8,0,STEM,4,54,0
121,Female,2013,0,9,1,STEM,4,55,0
122,Male,2008,0,1,0,nonSTEM,1,25,0
122,Male,2009,0,2,0,nonSTEM,1,26,0
122,Male,2010,0,3,0,nonSTEM,1,27,0
122,Male,2011,0,4,0,nonSTEM,1,28,0
122,Male,2012,0,5,0,nonSTEM,1,29,0
122,Male,2013,1,6,0,nonSTEM,1,30,0
122,Male,2014,0,1,0,nonSTEM,2,31,0
122,Male,2015,0,2,0,nonSTEM,2,32,0
122,Male,2016,0,3,0,nonSTEM,2,33,0
122,Male,2017,0,4,0,nonSTEM,2,34,0
122,Male,2018,0,5,0,nonSTEM,2,35,0
122,Male,2019,0,6,0,nonSTEM,2,36,0
122,Male,2020,0,7,0,nonSTEM,2,37,0
122,Male,2021,0,8,1,nonSTEM,2,38,0
123,Male,2001,0,1,0,STEM,1,32,0
123,Male,2002,0,2,0,STEM,1,33,0
123,Male,2003,0,3,0,STEM,1,34,0
123,Male,2004,0,4,0,STEM,1,35,0
123,Male,2005,0,5,0,STEM,1,36,0
123,Male,2006,1,6,0,STEM,1,37,0
123,Male,2007,0,1,0,STEM,2,38,0
123,Male,2008,0,2,0,STEM,2,39,0
123,Male,2009,0,3,0,STEM,2,40,0
123,Male,2010,0,4,0,STEM,2,41,0
123,Male,2011,1,5,0,STEM,2,42,0
123,Male,2012,0,1,0,STEM,3,43,0
123,Male,2013,0,2,0,STEM,3,44,0
123,Male,2014,0,3,0,STEM,3,45,0
123,Male,2015,0,4,0,STEM,3,46,0
123,Male,2016,0,5,0,STEM,3,47,0
123,Male,2017,0,6,0,STEM,3,48,0
123,Male,2018,0,7,0,STEM,3,49,0
123,Male,2019,0,8,0,STEM,3,50,0
123,Male,2020,0,9,0,STEM,3,51,0
123,Male,2021,1,10,0,STEM,3,52,0
123,Male,2022,0,1,0,STEM,4,53,0
123,Male,2023,0,2,0,STEM,4,54,0
123,Male,2024,0,3,0,STEM,4,55,0
123,Male,2025,0,4,1,STEM,4,56,0
124,Female,1998,0,1,0,nonSTEM,1,32,0
124,Female,1999,0,2,0,nonSTEM,1,33,0
124,Female,2000,0,3,0,nonSTEM,1,34,0
124,Female,2001,0,4,0,nonSTEM,1,35,0
124,Female,2002,0,5,0,nonSTEM,1,36,0
124,Female,2003,0,6,0,nonSTEM,1,37,0
124,Female,2004,0,7,0,nonSTEM,1,38,0
124,Female,2005,1,8,0,nonSTEM,1,39,0
124,Female,2006,0,1,0,nonSTEM,2,40,0
124,Female,2007,0,2,0,nonSTEM,2,41,0
124,Female,2008,0,3,0,nonSTEM,2,42,0
124,Female,2009,0,4,0,nonSTEM,2,43,0
124,Female,2010,0,5,1,nonSTEM,2,44,0
125,Female,2014,0,1,0,STEM,1,34,0
125,Female,2015,0,2,0,STEM,1,35,0
125,Female,2016,0,3,0,STEM,1,36,0
125,Female,2017,0,4,0,STEM,1,37,0
125,Female,2018,1,5,0,STEM,1,38,0
125,Female,2019,0,1,0,STEM,2,39,0
125,Female,2020,0,2,0,STEM,2,40,0
125,Female,2021,0,3,0,STEM,2,41,0
125,Female,2022,0,4,0,STEM,2,42,0
125,Female,2023,0,5,0,STEM,2,43,0
125,Female,2024,1,6,0,STEM,2,44,0
125,Female,2025,0,1,1,STEM,3,45,0
126,Female,2003,0,1,0,nonSTEM,1,32,0
126,Female,2004,0,2,0,nonSTEM,1,33,0
126,Female,2005,0,3,0,nonSTEM,1,34,0
126,Female,2006,0,4,0,nonSTEM,1,35,0
126,Female,2007,0,5,0,nonSTEM,1,36,0
126,Female,2008,0,6,0,nonSTEM,1,37,0
126,Female,2009,0,7,0,nonSTEM,1,38,0
126,Female,2010,0,8,0,nonSTEM,1,39,0
126,Female,2011,0,9,0,nonSTEM,1,40,0
126,Female,2012,1,10,0,nonSTEM,1,41,0
126,Female,2013,0,1,0,nonSTEM,2,42,0
126,Female,2014,0,2,0,nonSTEM,2,43,0
126,Female,2015,0,3,0,nonSTEM,2,44,0
126,Female,2016,0,4,0,nonSTEM,2,45,0
126,Female,2017,0,5,0,nonSTEM,2,46,0
126,Female,2018,0,6,0,nonSTEM,2,47,0
126,Female,2019,0,7,0,nonSTEM,2,48,0
126,Female,2020,0,8,0,nonSTEM,2,49,0
126,Female,2021,0,9,0,nonSTEM,2,50,0
126,Female,2022,0,10,0,nonSTEM,2,51,0
126,Female,2023,0,11,0,nonSTEM,2,52,0
126,Female,2024,0,12,0,nonSTEM,2,53,0
126,Female,2025,1,13,1,nonSTEM,2,54,0
127,Male,1992,0,1,0,STEM,1,26,0
127,Male,1993,0,2,0,STEM,1,27,0
127,Male,1994,1,3,0,STEM,1,28,0
127,Male,1995,0,1,0,STEM,2,29,0
127,Male,1996,0,2,0,STEM,2,30,0
127,Male,1997,0,3,0,STEM,2,31,0
127,Male,1998,0,4,0,STEM,2,32,0
127,Male,1999,0,5,0,STEM,2,33,0
127,Male,2000,0,6,0,STEM,2,34,0
127,Male,2001,0,7,0,STEM,2,35,0
127,Male,2002,0,8,0,STEM,2,36,0
127,Male,2003,0,9,0,STEM,2,37,0
127,Male,2004,0,10,0,STEM,2,38,0
127,Male,2005,1,11,0,STEM,2,39,0
127,Male,2006,0,1,1,STEM,3,40,0
128,Male,1997,0,1,0,STEM,1,34,0
128,Male,1998,0,2,0,STEM,1,35,0
128,Male,1999,0,3,0,STEM,1,36,0
128,Male,2000,1,4,0,STEM,1,37,0
128,Male,2001,0,1,0,STEM,2,38,0
128,Male,2002,0,2,0,STEM,2,39,0
128,Male,2003,0,3,0,STEM,2,40,0
128,Male,2004,0,4,0,STEM,2,41,0
128,Male,2005,0,5,0,STEM,2,42,0
128,Male,2006,1,6,0,STEM,2,43,0
128,Male,2007,0,1,0,STEM,3,44,0
128,Male,2008,0,2,0,STEM,3,45,0
128,Male,2009,0,3,0,STEM,3,46,0
128,Male,2010,0,4,0,STEM,3,47,0
128,Male,2011,0,5,0,STEM,3,48,0
128,Male,2012,0,6,0,STEM,3,49,0
128,Male,2013,0,7,0,STEM,3,50,0
128,Male,2014,0,8,0,STEM,3,51,0
128,Male,2015,1,9,0,STEM,3,52,0
128,Male,2016,0,1,0,STEM,4,53,0
128,Male,2017,0,2,0,STEM,4,54,0
128,Male,2018,0,3,0,STEM,4,55,0
128,Male,2019,0,4,0,STEM,4,56,0
128,Male,2020,0,5,0,STEM,4,57,0
128,Male,2021,0,6,0,STEM,4,58,0
128,Male,2022,0,7,0,STEM,4,59,0
128,Male,2023,0,8,0,STEM,4,60,0
128,Male,2024,0,9,0,STEM,4,61,0
128,Male,2025,0,10,1,STEM,4,62,0
129,Female,2006,0,1,0,nonSTEM,1,31,0
129,Female,2007,0,2,0,nonSTEM,1,32,0
129,Female,2008,0,3,0,nonSTEM,1,33,0
129,Female,2009,0,4,0,nonSTEM,1,34,0
129,Female,2010,0,5,0,nonSTEM,1,35,0
129,Female,2011,0,6,0,nonSTEM,1,36,0
129,Female,2012,0,7,0,nonSTEM,1,37,0
129,Female,2013,0,8,0,nonSTEM,1,38,0
129,Female,2014,1,9,0,nonSTEM,1,39,0
129,Female,2015,0,1,0,nonSTEM,2,40,0
129,Female,2016,0,2,0,nonSTEM,2,41,0
129,Female,2017,0,3,0,nonSTEM,2,42,0
129,Female,2018,0,4,0,nonSTEM,2,43,0
129,Female,2019,0,5,0,nonSTEM,2,44,0
129,Female,2020,0,6,0,nonSTEM,2,45,0
129,Female,2021,0,7,0,nonSTEM,2,46,0
129,Female,2022,1,8,0,nonSTEM,2,47,0
129,Female,2023,0,1,0,nonSTEM,3,48,0
129,Female,2024,0,2,0,nonSTEM,3,49,0
129,Female,2025,0,3,1,nonSTEM,3,50,0
130,Female,2008,0,1,0,nonSTEM,1,31,0
130,Female,2009,0,2,0,nonSTEM,1,32,0
130,Female,2010,0,3,0,nonSTEM,1,33,0
130,Female,2011,0,4,0,nonSTEM,1,34,0
130,Female,2012,0,5,0,nonSTEM,1,35,0
130,Female,2013,0,6,0,nonSTEM,1,36,0
130,Female,2014,1,7,0,nonSTEM,1,37,0
130,Female,2015,0,1,0,nonSTEM,2,38,0
130,Female,2016,0,2,0,nonSTEM,2,39,0
130,Female,2017,0,3,0,nonSTEM,2,40,0
130,Female,2018,0,4,0,nonSTEM,2,41,0
130,Female,2019,1,5,0,nonSTEM,2,42,0
130,Female,2020,0,1,0,nonSTEM,3,43,0
130,Female,2021,0,2,0,nonSTEM,3,44,0
130,Female,2022,0,3,0,nonSTEM,3,45,0
130,Female,2023,0,4,0,nonSTEM,3,46,0
130,Female,2024,0,5,0,nonSTEM,3,47,0
130,Female,2025,0,6,1,nonSTEM,3,48,0
131,Male,2006,0,1,0,nonSTEM,1,28,0
131,Male,2007,0,2,0,nonSTEM,1,29,0
131,Male,2008,0,3,0,nonSTEM,1,30,0
131,Male,2009,0,4,0,nonSTEM,1,31,0
131,Male,2010,0,5,0,nonSTEM,1,32,0
131,Male,2011,0,6,0,nonSTEM,1,33,0
131,Male,2012,1,7,0,nonSTEM,1,34,0
131,Male,2013,0,1,0,nonSTEM,2,35,0
131,Male,2014,0,2,0,nonSTEM,2,36,0
131,Male,2015,0,3,0,nonSTEM,2,37,0
131,Male,2016,0,4,0,nonSTEM,2,38,0
131,Male,2017,0,5,1,nonSTEM,2,39,0
132,Female,1998,0,1,0,nonSTEM,1,35,0
132,Female,1999,0,2,0,nonSTEM,1,36,0
132,Female,2000,0,3,0,nonSTEM,1,37,0
132,Female,2001,0,4,0,nonSTEM,1,38,0
132,Female,2002,1,5,0,nonSTEM,1,39,0
132,Female,2003,0,1,0,nonSTEM,2,40,0
132,Female,2004,0,2,0,nonSTEM,2,41,0
132,Female,2005,0,3,0,nonSTEM,2,42,0
132,Female,2006,0,4,0,nonSTEM,2,43,0
132,Female,2007,0,5,0,nonSTEM,2,44,0
132,Female,2008,0,6,0,nonSTEM,2,45,0
132,Female,2009,0,7,0,nonSTEM,2,46,0
132,Female,2010,1,8,0,nonSTEM,2,47,0
132,Female,2011,0,1,0,nonSTEM,3,48,0
132,Female,2012,1,2,1,nonSTEM,3,49,0
133,Female,1999,0,1,0,STEM,1,35,0
133,Female,2000,0,2,0,STEM,1,36,0
133,Female,2001,0,3,0,STEM,1,37,0
133,Female,2002,0,4,0,STEM,1,38,0
133,Female,2003,0,5,0,STEM,1,39,0
133,Female,2004,0,6,0,STEM,1,40,0
133,Female,2005,0,7,0,STEM,1,41,0
133,Female,2006,1,8,0,STEM,1,42,0
133,Female,2007,0,1,0,STEM,2,43,0
133,Female,2008,0,2,0,STEM,2,44,0
133,Female,2009,0,3,0,STEM,2,45,0
133,Female,2010,0,4,0,STEM,2,46,0
133,Female,2011,0,5,0,STEM,2,47,0
133,Female,2012,0,6,0,STEM,2,48,0
133,Female,2013,0,7,1,STEM,2,49,0
134,Female,1990,0,1,0,nonSTEM,1,32,0
134,Female,1991,0,2,0,nonSTEM,1,33,0
134,Female,1992,0,3,0,nonSTEM,1,34,0
134,Female,1993,0,4,0,nonSTEM,1,35,0
134,Female,1994,0,5,0,nonSTEM,1,36,0
134,Female,1995,0,6,0,nonSTEM,1,37,0
134,Female,1996,0,7,0,nonSTEM,1,38,0
134,Female,1997,0,8,0,nonSTEM,1,39,0
134,Female,1998,0,9,0,nonSTEM,1,40,0
134,Female,1999,1,10,0,nonSTEM,1,41,0
134,Female,2000,0,1,0,nonSTEM,2,42,0
134,Female,2001,0,2,0,nonSTEM,2,43,0
134,Female,2002,0,3,0,nonSTEM,2,44,0
134,Female,2003,0,4,1,nonSTEM,2,45,0
135,Female,1999,0,1,0,nonSTEM,1,36,0
135,Female,2000,0,2,0,nonSTEM,1,37,0
135,Female,2001,0,3,0,nonSTEM,1,38,0
135,Female,2002,0,4,0,nonSTEM,1,39,0
135,Female,2003,0,5,0,nonSTEM,1,40,0
135,Female,2004,0,6,0,nonSTEM,1,41,0
135,Female,2005,1,7,0,nonSTEM,1,42,0
135,Female,2006,0,1,0,nonSTEM,2,43,0
135,Female,2007,0,2,0,nonSTEM,2,44,0
135,Female,2008,0,3,0,nonSTEM,2,45,0
135,Female,2009,0,4,0,nonSTEM,2,46,0
135,Female,2010,0,5,0,nonSTEM,2,47,0
135,Female,2011,0,6,0,nonSTEM,2,48,0
135,Female,2012,0,7,0,nonSTEM,2,49,0
135,Female,2013,0,8,0,nonSTEM,2,50,0
135,Female,2014,1,9,0,nonSTEM,2,51,0
135,Female,2015,0,1,0,nonSTEM,3,52,0
135,Female,2016,0,2,0,nonSTEM,3,53,0
135,Female,2017,0,3,0,nonSTEM,3,54,0
135,Female,2018,0,4,0,nonSTEM,3,55,0
